name,lead_score,tier,status,notes,phone,address,website,rating,review_count,signal_tags,latitude,longitude,place_id,first_seen_at
Top Hair & Nails,83,Hot,new,,(951) 682-1110,"6141 Magnolia Ave, Riverside, CA 92506, USA",,5,3,few_reviews|no_website,33.9595594,-117.3939325,ChIJwRdzOwCx3IARNW3TcOdPLig,2026-04-26T12:43:03.186Z
TOSS Salon Suites & Nail Spa,83,Hot,new,,(216) 930-7940,"7908 Alondra Blvd, Paramount, CA 90723, USA",,3,2,few_reviews|no_website,33.8889542,-118.1608612,ChIJ_RKnH9vNwoARFgkSN16C0Gc,2026-04-26T07:26:09.297Z
Gabitheenailtech,83,Hot,new,,(559) 818-8368,"2005 W Ashland Ave, Visalia, CA 93277, USA",https://bookwithgabitheenailtech.com/,5,1,few_reviews,36.3081477,-119.3129189,ChIJlSD8KQMvlYARyqMiXMbH-e8,2026-04-26T13:25:35.846Z
WeirdoNailz LLC,83,Hot,new,,(816) 783-3818,"4327 Troost Ave Suite 202, Kansas City, MO 64110, USA",https://weirdomynailz.com/,5,3,few_reviews|no_website,39.0476325,-94.5723352,ChIJ9bVH5vvhwIcRRGc4cTOUzZU,2026-04-26T15:45:45.182Z
Borinquen Nails By Kel,83,Hot,new,,(702) 742-0622,"#00, North Las Vegas, NV 89031, USA",,2,1,few_reviews|no_website,36.2608082,-115.1712326,ChIJ4WZVULvpyIAR_VvUeDMZHi8,2026-04-26T10:21:49.721Z
Get Nailed by Trisha,83,Hot,new,,(925) 305-3734,"1254 Pine St, Martinez, CA 94553, USA",,5,2,few_reviews|no_website,38.0156866,-122.1307249,ChIJ4-9PuQNjhYARtiz7rzFNx58,2026-04-26T09:39:20.083Z
Solar Drip Nails Barber and Beauty,83,Hot,new,,(951) 268-0005,"3257 Market St, Riverside, CA 92501, USA",,5,2,few_reviews|no_website,33.9877266,-117.3725623,ChIJ-3KoO2yx3IAR3n9Yhvg86po,2026-04-26T12:43:03.182Z
Nails to perfection,83,Hot,new,,(747) 308-7331,"1550 San Fernando Rd unit B, San Fernando, CA 91340, USA",,5,4,few_reviews|no_website,34.288546,-118.4478253,ChIJUQUGAMSRwoARyrvTSHYsPjE,2026-04-26T12:20:23.802Z
Charlo a Nails,83,Hot,new,,(818) 675-7643,"4058 Karling Pl, Palmdale, CA 93552, USA",,5,1,few_reviews|no_website,34.563202,-118.0562835,ChIJDapUt3H5woARBFMv8MillK8,2026-04-26T08:15:09.621Z
Shaidoesnails,83,Hot,new,,(909) 518-9412,"414 Tennessee St XX, Redlands, CA 92373, USA",https://bookwithshaidoesnails.as.me/,5,3,few_reviews,34.0581126,-117.1994906,ChIJ07ZyXBar3IAR7a1LgQYF6yo,2026-04-26T13:09:40.046Z
KOA Nails & Spa,83,Hot,new,,(657) 656-9010,"18531 Main St Suite 106, Huntington Beach, CA 92648, USA",http://koanailspa.square.site/,5,1,few_reviews|square,33.69358,-117.9905654,ChIJwRquDEkn3YARCpdF0PkbVvQ,2026-04-26T12:31:11.041Z
Nails by Alina,83,Hot,new,,(747) 309-8169,"39348 Fostoria Ct, Palmdale, CA 93551, USA",,5,5,few_reviews|no_website,34.5977952,-118.1854773,ChIJ7-nN3QtZwoAR1ADd4MeZOkY,2026-04-26T12:03:52.022Z
Majesty Nail Studio,83,Hot,new,,(760) 704-3340,"2055 Montiel Rd UNIT 109, San Marcos, CA 92069, USA",https://majestynailstudio.glossgenius.com/,5,2,few_reviews|glossgenius,33.1323716,-117.1194991,ChIJBXCHG_3124AR_bprB7zz1aI,2026-04-26T14:00:39.007Z
LuckyCatNails,83,Hot,new,,,"25235 Fisher St, San Bernardino, CA 92404, USA",,3,2,few_reviews|no_website,34.1258515,-117.2537234,ChIJ-x0_NFFVw4AR4xrWmSnLgqw,2026-04-26T13:18:19.847Z
Nails By Eshie,83,Hot,new,,(602) 561-6886,"3115 E Indian School Rd #16, Phoenix, AZ 85016, USA",,3,2,few_reviews|no_website,33.4940989,-112.0145683,ChIJCViPUJ4NK4cRB3CZT4hs41k,2026-04-26T10:00:06.341Z
Le Blush Nail Boutique,83,Hot,new,,(818) 299-7366,"601 N Brand Blvd Suite 903, Glendale, CA 91203, USA",,5,4,few_reviews|no_website,34.1548706,-118.2555403,ChIJ5fVREMfBwoARa7bkicBI_0s,2026-04-26T11:56:56.678Z
Laser Nail Therapy,83,Hot,new,,(719) 505-7444,"1355 Riverside Ave STE C, Fort Collins, CO 80524, USA",https://lasernailtherapy.com/,5,1,few_reviews,40.5736527,-105.0511598,ChIJtSjdZwdLaYcRPqPZ0SPTFJg,2026-04-26T15:19:56.173Z
Seattle Nail Studio,83,Hot,new,,(253) 388-1833,"4219 University Wy NE, Seattle, WA 98105, USA",,5,5,few_reviews|no_website,47.6589374,-122.313363,ChIJk7_TIwAVkFQRP6SSOKKaUkk,2026-04-26T08:17:00.252Z
Eli's Nails,83,Hot,new,,(760) 270-3309,"3772 Mission Ave, Oceanside, CA 92058, USA",,5,3,few_reviews|no_website,33.2268356,-117.3327364,ChIJCapUDTxx3IARkYTNgbhHL2A,2026-04-26T13:16:45.882Z
Anna`s Nail Room,83,Hot,new,,(818) 602-0185,"121 W Lexington Dr #400a, Glendale, CA 91203, USA",https://www.instagram.com/annas_nailroom/?hl=en,5,5,few_reviews,34.1519578,-118.2559971,ChIJj6JAp3DBwoARL8WhcyAufk0,2026-04-26T11:56:56.672Z
Haven Nail Supply,83,Hot,new,,(760) 552-3939,"16958 Bear Valley Rd, Victorville, CA 92395, USA",,5,2,few_reviews|no_website,34.4719108,-117.2931822,ChIJQaLz4t9nw4AR_bxH2b0bAb4,2026-04-26T13:32:04.397Z
Yucaipa Nails,83,Hot,new,,(909) 797-6817,"12031 5th St B, Yucaipa, CA 92399, USA",,3,1,few_reviews|no_website,34.035288,-117.0547115,ChIJ_WA9-J1R24ARnJhZEDRy06g,2026-04-26T13:33:50.055Z
Edie's Hair and Nails,83,Hot,new,,(559) 359-3188,"18688 Ave 112, Porterville, CA 93257, USA",,5,3,few_reviews|no_website,35.9940836,-119.1547293,ChIJH7Yjivm56oAR4wU48Rff0bM,2026-04-26T13:04:28.713Z
Mays Nails LLC,83,Hot,new,,(720) 322-3276,"9789 W Coal Mine Ave Unit A, Littleton, CO 80123, USA",https://mays-nails-llc.square.site/,5,3,few_reviews|square,39.5956391,-105.1062717,ChIJvZHT5F1_a4cRNLmzHCJWZtE,2026-04-26T15:15:33.849Z
Newbliss nails,83,Hot,new,,(720) 485-2040,"394 Shasta Ct, Kiowa, CO 80117, USA",,5,1,few_reviews|no_website,39.340005,-104.4638232,ChIJv3ITXnHdbIcRO0JWKdKwxvA,2026-04-26T15:32:25.482Z
Melisa Nails @ Salon Riviera,83,Hot,new,,(562) 708-1733,"1807 S Catalina Ave, Redondo Beach, CA 90277, USA",,5,1,few_reviews|no_website,33.8166831,-118.3875108,ChIJd2SINjNL3YARJEqWmdagS4s,2026-04-26T07:54:29.385Z
DN Luxe Nail Lounge,83,Hot,new,,(702) 268-7745,"4573 W Flamingo Rd, Las Vegas, NV 89103, USA",,5,1,few_reviews|no_website,36.1147512,-115.2034475,ChIJhSwutDXHyIARxguizEw4fI4,2026-04-26T10:22:21.381Z
LyQ Spa Nails,83,Hot,new,,(818) 649-4505,"16139 Devonshire St, Granada Hills, CA 91344, USA",,4.4,5,few_reviews|no_website,34.2578087,-118.4840583,ChIJVU-PgLuRwoAR3hmT4-vdu3M,2026-04-26T12:10:56.295Z
Sand Nails,83,Hot,new,,(602) 305-7980,"6012 S Central Ave, Phoenix, AZ 85042, USA",,3.4,5,few_reviews|no_website,33.3924834,-112.0715278,ChIJzauqb0gQK4cRMqjmlZu9Prw,2026-04-26T09:53:11.398Z
Beauti4 Nails,83,Hot,new,,,"11001 W 15th Pl, Lakewood",,5,2,few_reviews|no_website,39.7414949,-105.1214367,ChIJBx-7Zz6Ha4cRYwVQtENdaqA,2026-04-26T15:16:22.390Z
Nails By Kellene,83,Hot,new,,(559) 737-7926,"196 E Pine St, Exeter, CA 93221, USA",https://nailbykellene.booksy.com/,5,3,few_reviews|booksy,36.29615,-119.1410124,ChIJJz7pRwszlYARhs1hRjvvS_8,2026-04-26T13:26:25.309Z
Lindaa nail spa,83,Hot,new,,(562) 946-8007,"14250 Imperial Hwy., La Mirada, CA 90638, USA",,5,1,few_reviews|no_website,33.916645,-118.02806,ChIJ8Z2THADTwoARv4CRtTSCpSA,2026-04-26T07:09:06.996Z
Transcendent Nail Concepts,83,Hot,new,,(303) 803-8199,"9567 S University Blvd E-1, Highlands Ranch, CO 80126, USA",,4,4,few_reviews|no_website,39.541947,-104.9419321,ChIJAQDAw7CFbIcRxK1uC9_GlAI,2026-04-26T08:44:44.974Z
HAIR & NAILS CONNECTION,83,Hot,new,,,"Tustin, CA 92780, USA",,5,5,few_reviews|no_website,33.7429655,-117.8165369,ChIJk4t9jMLb3IAR4C8kCg3rotk,2026-04-26T12:22:25.586Z
Nails By Ann,83,Hot,new,,(626) 462-9954,"211 S 1st Ave, Arcadia, CA 91006, USA",,4.2,5,few_reviews|no_website,34.1375042,-118.0285474,ChIJc9DVkNzbwoARCTBl9i96MLU,2026-04-26T07:27:54.741Z
Jack's Nails & Cuts,83,Hot,new,,(626) 303-1972,"1320 Duarte Rd, Duarte, CA 91010, USA",,5,4,few_reviews|no_website,34.1319753,-117.9766857,ChIJXRexrTbZwoARRbIm15sfvNo,2026-04-26T07:28:00.277Z
The Nail Lounge,83,Hot,new,,,"165 E Pine St, Exeter, CA 93221, USA",https://thenailloungeexeter.as.me/,5,3,few_reviews,36.2962934,-119.1414139,ChIJIYUiPrU1lYAResW7P62mDY4,2026-04-26T13:26:25.312Z
Jessica cosmetics nails supply,83,Hot,new,,(916) 955-4483,"330 S Lincoln Way, Galt, CA 95632, USA",,5,1,few_reviews|no_website,38.2526879,-121.3012449,ChIJKTY8n9CimoAR_qtFuC9kWzg,2026-04-26T11:46:34.121Z
Nailz Medina,83,Hot,new,,(760) 590-5878,"Hutchison St #224, Barstow, CA 92311, USA",http://nailzmedina.booksy.com/,5,2,few_reviews|booksy,34.9011129,-117.0248001,ChIJ13A2Erh7xIARLklLDvBE_tA,2026-04-26T14:01:57.109Z
The Nail Nook,83,Hot,new,,,"25 Blackbird St, Edwards, CA 93523, USA",,5,1,few_reviews|no_website,34.9316227,-117.9500976,ChIJpcEKTAA1woARZn35EoUNKPQ,2026-04-26T12:26:52.949Z
My Nail Bestie,83,Hot,new,,,"11075 Carmel Mountain Rd #102, San Diego",,5,4,few_reviews|no_website,32.9768323,-117.0903496,ChIJWxvMIML524ARrGAjJKNkXbM,2026-04-26T14:04:20.980Z
Unique Hair & Nails,83,Hot,new,,(714) 892-5447,"5841 Westminster Blvd. A, Westminster, CA 92683, USA",,4.2,5,few_reviews|no_website,33.7592843,-118.0271535,ChIJ6VKhBFEv3YAR3v5OCLZLTX8,2026-04-26T07:50:55.970Z
Hair and Nails with Griz,83,Hot,new,,(970) 278-7062,"2760 8th Ave Unit 3, Garden City, CO 80631, USA",https://griseldajaquez.glossgenius.com/,5,1,few_reviews|glossgenius,40.3931058,-104.6909485,ChIJRUv6REyhbocRPkWwVV5sBsU,2026-04-26T15:27:06.411Z
Fresh Nails by Angie,83,Hot,new,,(307) 632-3135,"3151 Nationway K4, Cheyenne, WY 82001, USA",,5,1,few_reviews|no_website,41.1318879,-104.7764918,ChIJDfeO1Oo7b4cR5Pz-xysDeYE,2026-04-26T15:34:34.264Z
ANNA NAILS,83,Hot,new,,,"Independence, MO 64050, USA",,4,1,few_reviews|no_website,39.0826075,-94.3816834,ChIJu0fGV7cCwYcRCgeztpLxLXo,2026-04-26T15:47:30.313Z
Sophia Nails Spa LLC,83,Hot,new,,(303) 910-3153,"14400 Albrook Dr, Denver, CO 80239, USA",,5,2,few_reviews|no_website,39.7749975,-104.8285553,ChIJ_ag3aZZlbIcRyxTAtIoDLsM,2026-04-26T08:39:51.506Z
Nailed By Jas,83,Hot,new,,(307) 640-1815,"1111 E Lincolnway, Cheyenne, WY 82001, USA",https://jasminezuniga1.glossgenius.com/,5,1,few_reviews|glossgenius,41.1356928,-104.8011729,ChIJPxtRjxY7b4cRljWnVWCa22I,2026-04-26T15:34:34.262Z
Cozy Nails,83,Hot,new,,(303) 791-2868,"46 Springer Dr, Highlands Ranch, CO 80129, USA",,4.2,5,few_reviews|no_website,39.5592423,-104.9881593,ChIJSyzz8zSCbIcRXFZp0XTJxcw,2026-04-26T08:39:20.651Z
Tuanis Nails,83,Hot,new,,,"3903 Westbrook Ave, Rosamond, CA 93560, USA",,5,4,few_reviews|no_website,34.8514099,-118.2014628,ChIJH92LpcNHwoARcksDGSM6Wsk,2026-04-26T12:14:49.459Z
Posh nail salon,83,Hot,new,,,"2918 S McCall Ave, Selma, CA 93662, USA",,5,1,few_reviews|no_website,36.5767656,-119.6103119,ChIJP4c1YwDxlIARc8Ddnl-gK_k,2026-04-26T14:31:24.842Z
T&T Nail and Spa,83,Hot,new,,(805) 388-1103,"5800 Santa Rosa Rd # 125, Camarillo, CA 93012, USA",https://ttnailspacamarillo.com/,5,5,few_reviews,34.2256011,-118.9879302,ChIJMX8Eres36IARWaYkDtJh6dc,2026-04-26T13:28:31.580Z
Eternal Beauty Skin and Nails,83,Hot,new,,(424) 261-5536,"18300 Marvelous Pl, Cypress, TX 77433, USA",,5,1,few_reviews|no_website,33.86725759999999,-118.3942047,ChIJZ_nndw-zwoARPRLUnoOuu0c,2026-04-26T07:54:42.698Z
Vivian's Mobile nails beauty,83,Hot,new,,(562) 215-2439,"541Barnaville lane, San Marcos, CA 92069, USA",,5,1,few_reviews|no_website,33.1464309,-117.1708325,ChIJ-W_6VoOL24AR3YX9wPovTqg,2026-04-26T13:38:29.602Z
C.I. Nails,83,Hot,new,,(805) 765-0209,"269 E Channel Islands Blvd, Port Hueneme, CA 93041, USA",,5,1,few_reviews|no_website,34.1760144,-119.1970696,ChIJ-RE-JGZO6IAR3mpTaoNmtv0,2026-04-26T13:54:53.725Z
Valley Nails,83,Hot,new,,(858) 530-9873,"8160 Mira Mesa Blvd Suite #105, San Diego, CA 92126, USA",,5,3,few_reviews|no_website,32.9143344,-117.1473568,ChIJ2XElJPz524ARkg1EQ3pAHv4,2026-04-26T14:03:03.262Z
Studio Hair & Nails,83,Hot,new,,(425) 866-0591,"Redmond, WA 98052, USA",,5,2,few_reviews|no_website,47.6320549,-122.1383141,ChIJ32nn7QltkFQRCAoy-YZa5UE,2026-04-26T08:34:35.717Z
M Nails,83,Hot,new,,,"129 E St a3, Davis",,5,3,few_reviews|no_website,38.5427026,-121.7410827,ChIJrdYNRJophYARphzKsNiSZ3Y,2026-04-26T11:30:20.007Z
Laser Nail Therapy,83,Hot,new,,(805) 465-6031,"3095 Old Conejo Rd Ste 100, Newbury Park, CA 91320, USA",https://lasernailtherapy.com/,3,2,few_reviews,34.1898298,-118.9411525,ChIJNXR4Kd0x6IARb4GSyvvWpyk,2026-04-26T13:21:12.127Z
Dark and Darling Nailz,83,Hot,new,,(720) 607-4062,"31207 Keats Way Ste. 104, Evergreen, CO 80439, USA",https://darkdarlingnailz.glossgenius.com/,5,3,few_reviews|glossgenius,39.6598596,-105.3540628,ChIJ11AYv4qfa4cRmadffydaluQ,2026-04-26T15:24:59.135Z
Hibis Beauty Nails & Spa,83,Hot,new,,(913) 787-3137,"5750 Antioch Rd Suite 107, Merriam, KS 66202, USA",https://hibisbeauty.glossgenius.com/,5,1,few_reviews|no_website,39.0248757,-94.6871457,ChIJY8m65y7twIcRT997RKy8FkU,2026-04-26T15:45:45.161Z
Nails by Kala,83,Hot,new,,,"D St, Wasco, CA 93280, USA",,5,1,few_reviews|no_website,35.5897302,-119.3364884,ChIJ4WmGwcn-6oARtdU6zfKRcrY,2026-04-26T13:46:45.152Z
Nails By Pansy,83,Hot,new,,(913) 381-0001,"4517 W 90th St, Prairie Village, KS 66207, USA",,5,2,few_reviews|no_website,38.9657817,-94.63764979999999,ChIJrb-lUlrpwIcRkUrwNXids7Q,2026-04-26T15:48:11.441Z
Golden Touch Nails and Spa,83,Hot,new,,(858) 798-5534,"15817 Bernardo Center Dr Ste 109, San Diego, CA 92127, USA",,5,2,few_reviews|no_website,33.0049263,-117.0909232,ChIJmXPidtn324ARv5e8v8zNFzc,2026-04-26T14:05:49.324Z
City nails beautiful Supplys #4,83,Hot,new,,,"4018 E Belmont Ave, Fresno, CA 93702, USA",,5,1,few_reviews|no_website,36.7502261,-119.7576319,ChIJye-LAjlflIAR43HSN43xo_c,2026-04-26T14:32:44.479Z
Nail Star & Spa,83,Hot,new,,(714) 744-4848,"7608 E Chapman Ave, Orange, CA 92869, USA",,5,1,few_reviews|no_website,33.794011,-117.7730327,ChIJ08f6DK7b3IARaLws4FjFITw,2026-04-26T07:04:29.213Z
Posh Nail bar & beauty lounge,83,Hot,new,,(661) 820-4143,"3699 Ming Ave, Bakersfield, CA 93309, USA",,5,2,few_reviews|no_website,35.3391841,-119.0429398,ChIJDae2QgRr6oARqrz1pH8krCs,2026-04-26T10:40:58.965Z
"Pristan Nail Bar - Mani, pedi y depilación",83,Hot,new,,664 174 1915,"Pase, P.º Ensenada 740, Playas de Tijuana, Jardines Playas de Tijuana, 22500 Tijuana, B.C., Mexico",,5,5,few_reviews|no_website,32.5291764,-117.1159276,ChIJU9H0kIhL2YARjpFE2wOV_kM,2026-04-26T09:02:31.884Z
Galini Nail Room,83,Hot,new,,663 431 5577,"P.º del Pedregal 777, Playas de Tijuana, 22500 Tijuana, B.C., Mexico",,5,5,few_reviews|no_website,32.5282498,-117.1128013,ChIJqV-TzWpL2YARUrJVEbnG_68,2026-04-26T09:02:34.463Z
Nails by Janette,83,Hot,new,,(951) 272-6245,"1660 Hamner Ave #13, Norco, CA 92860, USA",http://www.polishandink.com/,5,1,few_reviews,33.9059244,-117.5622913,ChIJE8xyGpbJ3IARweh_TgAlAow,2026-04-26T12:55:39.363Z
Jojo Nails Salon,83,Hot,new,,,"472 Malley Dr, Northglenn, CO 80233, USA",http://www.facebook.com/phillip.nails.5,3,3,few_reviews,39.9029238,-104.9808335,ChIJO8C9zit0bIcR1ph9CgBz-Mo,2026-04-26T15:21:18.913Z
Stardust Nails,83,Hot,new,,(760) 271-7350,"1930 S Coast Hwy #206, Oceanside, CA 92054, USA",https://stardustnails.as.me/,5,4,few_reviews,33.1727565,-117.3597184,ChIJn76oetBx3IARz1LZ7tqBwFE,2026-04-26T12:57:39.078Z
Germaine Nail,83,Hot,new,,(415) 750-1470,"1817 Balboa St, San Francisco, CA 94121, USA",,5,2,few_reviews|no_website,37.7764747,-122.4784057,ChIJ_UxNSBKHhYAREsyFu1_B5rI,2026-04-26T09:17:20.736Z
Venus Nails & Spa,83,Hot,new,,,"Lancaster, CA 93534, USA",,5,1,few_reviews|no_website,34.6611533,-118.1484952,ChIJlaXedVdawoARin0uo1-NVw4,2026-04-26T12:07:31.519Z
Life Style Nail Spa,83,Hot,new,,(310) 326-6647,"2040 Pacific Coast Hwy, Lomita, CA 90717, USA",,1,2,few_reviews|no_website,33.7888357,-118.3159873,ChIJsYb9vG5K3YARmYKksZ3u1hk,2026-04-26T11:58:36.227Z
Nail salon,83,Hot,new,,,"2893 Sunrise Blvd, Rancho Cordova, CA 95742, USA",,5,2,few_reviews|no_website,38.5983497,-121.2651748,ChIJy9RDTQ3dmoARJbMBLyEtIfo,2026-04-26T11:34:06.036Z
Nailzxvargas,83,Hot,new,,(760) 310-3793,"2003 S El Camino Real Suite Suite #209, Oceanside, CA 92054, USA",https://nailzxvargas.as.me/,5,4,few_reviews,33.1914416,-117.3284547,ChIJm5S0ICVx3IAR-shpRxBAP9o,2026-04-26T12:57:39.085Z
T&N Nails,83,Hot,new,,(951) 275-3685,"25211 Sunnymead Boulevard Space 22C, Moreno Valley, CA 92553, USA",,3.7,3,few_reviews|no_website,33.9381194,-117.2225983,ChIJ01XQ1Yan3IARyruJI8jLnXQ,2026-04-26T08:05:38.199Z
Good Nails,83,Hot,new,,,"1700 NW Chipman Rd, Lee's Summit",,2.2,5,few_reviews|no_website,38.9266661,-94.4079414,ChIJAYcrSz3gwIcRHfU9UGuUrz0,2026-04-26T15:40:28.532Z
The Nail Garage,83,Hot,new,,,"3480 Portals Ave, Clovis",,5,2,few_reviews|no_website,36.8159603,-119.6438493,ChIJ_TrIVIdblIARPyhDEGbFuMI,2026-04-26T14:30:24.588Z
Nails by Thuy,83,Hot,new,,(650) 388-8074,"232 Stanford Shopping Center, Palo Alto, CA 94304, USA",,5,3,few_reviews|no_website,37.4424391,-122.1707616,ChIJW23MC2q7j4ARpL260qEwc44,2026-04-26T09:45:01.445Z
J Nail Studio,83,Hot,new,,(626) 464-7557,"19149 Colima Rd, Rowland Heights, CA 91748, USA",https://jnail.us/,4.2,5,few_reviews,33.9876147,-117.885244,ChIJUcDm61crw4ARwBj7-YJejmA,2026-04-26T12:14:35.210Z
T Nail Boutique,83,Hot,new,,(530) 755-9999,"1074 Harter Pkwy #102, Yuba City, CA 95993, USA",,4,4,few_reviews|no_website,39.1420302,-121.6538883,ChIJ6TByp86rhIAR5jxQF2Rt520,2026-04-26T11:35:20.558Z
Dao Nail Salon,83,Hot,new,,(669) 600-9027,"550 Showers Dr D006 Suite 12, Mountain View, CA 94040, USA",,5,2,few_reviews|no_website,37.4025568,-122.109573,ChIJtaAV3jqxj4ARdaN12P35uh4,2026-04-26T09:44:55.016Z
NailsByKalee,83,Hot,new,,(661) 666-0274,"2508 E Main St, Ventura, CA 93003, USA",http://www.instagram.com/NailsByKalee,5,1,few_reviews,34.2751833,-119.262737,ChIJPwRRgQlbwoAR3xyIaRLvJZc,2026-04-26T14:22:24.455Z
Lauren's Nail boutique,83,Hot,new,,(916) 402-9422,"410 4th St, Marysville, CA 95901, USA",https://laurenalves1.glossgenius.com/,5,2,few_reviews|glossgenius,39.1390584,-121.5894281,ChIJa006_edTm4ARMXiplfOXlHg,2026-04-26T11:35:26.526Z
Nails by lily,83,Hot,new,,(818) 402-4301,"13116 Paxton St, Pacoima, CA 91331, USA",,4,4,few_reviews|no_website,34.2790808,-118.4184348,ChIJo9q1RwKRwoARiAXYg9N-k7A,2026-04-26T12:15:02.055Z
NAILZ BY NENE,83,Hot,new,,(925) 436-0038,"756 23rd St, Richmond, CA 94804, USA",,5,3,few_reviews|no_website,37.9433276,-122.3473566,ChIJLZ373al5hYARA_vS8a8PuXI,2026-04-26T09:13:38.552Z
Angel's Nailin' It,83,Hot,new,,,"3772 Mission Ave Suite 124 Room 127, Oceanside, CA 92058, USA",,5,1,few_reviews|no_website,33.2266765,-117.3330144,ChIJQRAKy3dx3IARF6PXg2eh1gA,2026-04-26T13:16:45.879Z
Nail It Huntington Beach,83,Hot,new,,(714) 898-2662,"14402 Danes Cir R, Huntington Beach, CA 92647, USA",,5,2,few_reviews|no_website,33.7529954,-118.0228566,ChIJPytiilUv3YARfbq5-bUGIfY,2026-04-26T07:50:45.664Z
Sexymakeupnailsbeauty,83,Hot,new,,(951) 526-4667,"43053 Margarita Rd STE B106, Temecula, CA 92592, USA",http://sexymakeupnailsbeauty.glossgenius.com/,5,3,few_reviews|glossgenius,33.4972071,-117.115525,ChIJga4xCYR_24ARgLktdP0nfh0,2026-04-26T14:09:51.003Z
House of Nails,83,Hot,new,,(415) 384-8497,"232 Shoreline Hwy, Mill Valley, CA 94941, USA",,5,4,few_reviews|no_website,37.8809225,-122.5238718,ChIJl4GFWlGFhYARO6IRLvMUB20,2026-04-26T09:19:36.401Z
Nails by Krystal,83,Hot,new,,,"1500 S Mooney Blvd UNIT 7, Visalia, CA 93277, USA",https://krystallayz.glossgenius.com/,5,1,few_reviews|glossgenius,36.31721570000001,-119.313433,ChIJpSwXtAEvlYARMXAmVvojJoQ,2026-04-26T13:25:35.839Z
camino nail salon,83,Hot,new,,(415) 435-5824,"1530 Tiburon Blvd #102, Belvedere Tiburon, CA 94920, USA",,4,5,few_reviews|no_website,37.8760852,-122.4610008,ChIJ-5TKnoqFhYARCWs6vbyE6_s,2026-04-26T09:13:35.777Z
Diane's Nail Care,83,Hot,new,,(415) 668-6748,"415 18th Ave, San Francisco, CA 94121, USA",,5,2,few_reviews|no_website,37.7800247,-122.4774013,ChIJy_2rBRGHhYARilJZu2bIm-U,2026-04-26T09:17:24.593Z
Nailicious Nails Studio,83,Hot,new,,(714) 723-8182,"inside of Salon by JC, 7041 Yorktown Ave 101 Suite #08, Huntington Beach, CA 92648, USA",,5,3,few_reviews|no_website,33.6803017,-118.0051595,ChIJtc8UhZAn3YARBZcrbCFLKXA,2026-04-26T12:31:07.966Z
Holly Nail & Spa,83,Hot,new,,,"7041 Yorktown Ave #101, Huntington Beach, CA 92648, USA",,5,5,few_reviews|no_website,33.6807639,-118.0039724,ChIJn9AsvKsn3YARQMzZuFUsgnc,2026-04-26T12:31:07.964Z
Kim Etc Nail Care,83,Hot,new,,(415) 387-1824,"5131 Geary Blvd, San Francisco, CA 94118, USA",,3.2,5,few_reviews|no_website,37.7803838,-122.4745531,ChIJP9okyRaHhYARHsrZhIjBSaM,2026-04-26T09:17:25.876Z
Kathy Nail,83,Hot,new,,(650) 343-9036,"1345 Howard Ave # 101, Burlingame, CA 94010, USA",,4,5,few_reviews|no_website,37.5765154,-122.3461373,ChIJE6BwR_Cdj4ARDXVvOi3jLos,2026-04-26T09:20:18.094Z
LAS NAIL TECHS,83,Hot,new,,(805) 397-9684,"2686 S Ventura Rd, Oxnard, CA 93033, USA",https://lesztech.square.site/,5,4,few_reviews|square,34.1747807,-119.1945847,ChIJ-bh9O_BP6IAR8au_4iu5A3E,2026-04-26T13:54:53.716Z
Elliegant Mobile Nails,83,Hot,new,,(714) 727-9619,"23635 El Toro Rd # J1, Lake Forest, CA 92630, USA",https://www.elliegantnails.com/,5,1,few_reviews,33.6203758,-117.7043603,ChIJiXoShuHp3IARr4EpeH3TiGA,2026-04-26T12:12:24.947Z
The Nail Shop 559,83,Hot,new,,(559) 965-1238,"1535 E Olive Ave Ste 105, Fresno, CA 93728, USA",https://thenailshop559.chairwatch.com/,5,2,few_reviews,36.7579359,-119.7924271,ChIJ78mihDlnlIARJrLUW5EkqjQ,2026-04-26T13:53:25.299Z
Best Hair & Nails,83,Hot,new,,,"3246 E Olive Ave, Fresno, CA 93702, USA",,5,1,few_reviews|no_website,36.7575816,-119.7705607,ChIJt3uJwwtelIAREVLJOz26FuA,2026-04-26T14:32:41.499Z
Corona Nail Salon,83,Hot,new,,(951) 292-9127,"1690 W 6th St STE F, Corona, CA 92882, USA",,3.8,4,few_reviews|no_website,33.8780335,-117.5980999,ChIJSTEPOfXI3IAR0DFkO4JIOxQ,2026-04-26T07:14:09.185Z
Glosslists Nail Studio,83,Hot,new,,(754) 303-8379,"20330 N Cave Creek Rd ste 100, Phoenix, AZ 85024, USA",,5,1,few_reviews|no_website,33.6707813,-112.032306,ChIJdRxfqSFxK4cRkF5xl-hVXQU,2026-04-26T10:04:16.432Z
L8 Nails (New Client Manicure 20%off),83,Hot,new,,(310) 920-1816,"4120 Birch St #110, Newport Beach, CA 92660, USA",https://book.heygoldie.com/L8nails,5,3,few_reviews,33.6652035,-117.8682761,ChIJFZ0-GFvf3IARi5vDYThzANY,2026-04-26T12:21:56.643Z
"MACY Nails , Skincare Salon Bakersfield CA",83,Hot,new,,(714) 213-6018,"3508 Ming Ave, Bakersfield, CA 93309, USA",,5,2,few_reviews|no_website,35.3397088,-119.0418901,ChIJ9UVs8E1B6oARE5HulExHaJI,2026-04-26T10:44:47.795Z
